0.00, 114.78, -34.70
1.00, 115.20, -32.95
2.00, 114.90, -31.17
3.00, 114.49, -29.42
4.00, 113.66, -27.83
5.00, 112.73, -26.28
6.00, 112.96, -24.50
7.00, 113.22, -22.72
8.00, 114.47, -21.43
9.00, 115.98, -20.44
10.00, 117.74, -20.08
11.00, 119.46, -19.55
12.00, 121.12, -18.84
13.00, 121.74, -17.15
14.00, 123.04, -15.91
15.00, 124.49, -14.85
